LapNumber,Driver,LapTime,Stint,TotalLaps,Compound,New,TyresNotChanged,Time,LapFlags,LapCountTime,StartLaps,Outlap
,23,,0,15.0,,,,0 days 01:23:54.801000,,,,
,81,,1,1.0,,,,0 days 01:23:59.801000,,,,
,63,,1,1.0,,,,0 days 01:23:59.801000,,,,
,18,,0,15.0,,,,0 days 01:23:59.801000,,,,
,4,,1,0.0,HARD,True,0,0 days 01:24:04.802000,0.0,,0.0,
,44,,1,2.0,,,,0 days 01:24:04.802000,,,,
,55,,0,15.0,,,,0 days 01:24:04.802000,,,,
,87,,0,15.0,,,,0 days 01:24:04.802000,,,,
,30,,0,15.0,,,,0 days 01:24:04.802000,,,,
,44,,0,,,,,0 days 01:24:05.048000,0.0,,,
15.0,44,0 days 00:01:37.695000,1,,,,,0 days 01:24:05.048000,1.0,,,
,1,,1,2.0,,,,0 days 01:24:09.805000,,,,
,16,,1,0.0,HARD,True,0,0 days 01:24:09.805000,0.0,,0.0,
,63,,0,,,,,0 days 01:24:09.975000,1.0,,,
,1,,0,,,,,0 days 01:24:09.975000,0.0,,,
15.0,1,0 days 00:01:37.322000,1,,,,,0 days 01:24:09.975000,3.0,,,
15.0,12,0 days 00:01:38.781000,1,,,,,0 days 01:24:14.748000,,,,
,12,,1,3.0,,,,0 days 01:24:14.810000,,,,
,22,,1,4.0,,,,0 days 01:24:14.810000,,,,
,31,,1,4.0,,,,0 days 01:24:14.810000,,,,
,27,,0,15.0,,,,0 days 01:24:14.810000,,,,
,6,,1,3.0,,,,0 days 01:24:19.815000,,,,
,10,,1,5.0,,,,0 days 01:24:19.815000,,,,
,7,,1,4.0,,,,0 days 01:24:24.801000,,,,
,5,,1,14.0,,,,0 days 01:24:29.805000,,,,
,81,,1,2.0,,,,0 days 01:25:34.818000,,,,
,23,,0,16.0,,,,0 days 01:25:34.818000,,,,
,81,,0,,,,,0 days 01:25:35.039000,0.0,,,
16.0,81,0 days 00:01:37.407000,1,,,,,0 days 01:25:35.039000,1.0,,,
,63,,1,2.0,,,,0 days 01:25:39.811000,,,,
,4,,1,1.0,,,,0 days 01:25:39.811000,,,,
,18,,0,16.0,,,,0 days 01:25:39.811000,,,,
