LapNumber,Driver,LapTime,Stint,TotalLaps,Compound,New,TyresNotChanged,Time,LapFlags,LapCountTime,StartLaps,Outlap
,4,,1,2.0,,,,0 days 00:40:01.869000,,,,
11.0,4,0 days 00:01:27.754000,1,,,,,0 days 00:40:01.908000,,,,
,6,,1,1.0,,,,0 days 00:40:06.864000,,,,
,10,,1,1.0,,,,0 days 00:40:16.866000,,,,
,31,,1,1.0,,,,0 days 00:40:21.862000,,,,
,81,,1,1.0,,,,0 days 00:40:31.862000,,,,
,12,,2,2.0,,,,0 days 00:40:36.867000,,,,
,55,,2,1.0,,,,0 days 00:40:36.867000,,,,
,12,,0,,,,,0 days 00:40:37.085000,0.0,,,
11.0,12,0 days 00:01:17.634000,2,,,,,0 days 00:40:37.085000,1.0,,,
,18,,0,,,,,0 days 00:40:44.233000,0.0,,,
9.0,18,0 days 00:01:17.279000,1,,,,,0 days 00:40:44.233000,1.0,,,
,5,,1,1.0,,,,0 days 00:40:46.864000,,,,
,18,,1,3.0,,,,0 days 00:40:46.864000,,,,
,16,,1,10.0,,,,0 days 00:40:56.867000,,,,
,16,,2,0.0,SOFT,True,0,0 days 00:40:56.867000,0.0,,0.0,
,22,,1,2.0,,,,0 days 00:40:56.867000,,,,
,16,,1,,,,,0 days 00:40:56.891000,1.0,,,
,22,,0,,,,,0 days 00:40:56.891000,0.0,,,
9.0,22,0 days 00:01:16.784000,1,,,,,0 days 00:40:56.891000,3.0,,,
,14,,1,3.0,,,,0 days 00:41:01.871000,,,,
,30,,1,3.0,,,,0 days 00:41:01.871000,,,,
,30,,2,0.0,UNKNOWN,False,1,0 days 00:41:01.871000,0.0,,0.0,
,30,,2,3.0,SOFT,,,0 days 00:41:06.871000,,,3.0,
,1,,0,5.0,,,,0 days 00:41:11.874000,,,,
,1,,1,0.0,SOFT,True,0,0 days 00:41:16.875000,0.0,,0.0,
,10,,1,2.0,,,,0 days 00:41:36.885000,,,,
,10,,0,,,,,0 days 00:41:37.281000,0.0,,,
11.0,10,0 days 00:01:17.597000,1,,,,,0 days 00:41:37.281000,1.0,,,
,23,,0,8.0,,,,0 days 00:41:41.885000,,,,
,31,,1,2.0,,,,0 days 00:41:41.885000,,,,
,31,,0,,,,,0 days 00:41:42.196000,0.0,,,
12.0,31,0 days 00:01:18.223000,1,,,,,0 days 00:41:42.196000,1.0,,,
,23,,1,0.0,SOFT,True,0,0 days 00:41:46.884000,0.0,,0.0,
,55,,2,2.0,,,,0 days 00:41:56.884000,,,,
11.0,55,0 days 00:01:17.793000,2,,,,,0 days 00:41:56.891000,,,,
,6,,1,2.0,,,,0 days 00:42:01.884000,,,,
,44,,1,10.0,,,,0 days 00:42:01.884000,,,,
12.0,6,0 days 00:01:55.434000,1,,,,,0 days 00:42:02.009000,,,,
,5,,1,2.0,,,,0 days 00:42:06.894000,,,,
,44,,2,0.0,SOFT,True,0,0 days 00:42:06.894000,0.0,,0.0,
,5,,0,,,,,0 days 00:42:06.983000,0.0,,,
12.0,5,0 days 00:01:17.940000,1,,,,,0 days 00:42:06.983000,1.0,,,
,81,,1,2.0,,,,0 days 00:42:16.891000,,,,
11.0,81,0 days 00:01:45.630000,1,,,,,0 days 00:42:17.219000,,,,
